date,bank_name,close_price
2/15/2023,Citi,51.82
2/15/2023,JPM,143.8
2/15/2023,BAC,35.560001
2/15/2023,WFC,47.970001
2/16/2023,Citi,51.459999
2/16/2023,JPM,141.82001
2/16/2023,BAC,35.279999
2/16/2023,WFC,47.220001
2/17/2023,Citi,51.419998
2/17/2023,JPM,142.24001
2/17/2023,BAC,35.349998
2/17/2023,WFC,47.490002
2/21/2023,Citi,49.84
2/21/2023,JPM,139.63
2/21/2023,BAC,34.52
2/21/2023,WFC,46.240002
2/22/2023,Citi,50.040001
2/22/2023,JPM,138.56
2/22/2023,BAC,34.290001
2/22/2023,WFC,46.009998
2/23/2023,Citi,50.380001
2/23/2023,JPM,139.67
2/23/2023,BAC,34.259998
2/23/2023,WFC,46.25
2/24/2023,Citi,50.18
2/24/2023,JPM,140.92999
2/24/2023,BAC,34.209999
2/24/2023,WFC,46.619999
2/27/2023,Citi,50.470001
2/27/2023,JPM,142.16
2/27/2023,BAC,34.209999
2/27/2023,WFC,46.779999
2/28/2023,Citi,50.689999
2/28/2023,JPM,143.35001
2/28/2023,BAC,34.299999
2/28/2023,WFC,46.77
3/1/2023,Citi,51.5
3/1/2023,JPM,142.55
3/1/2023,BAC,34.139999
3/1/2023,WFC,46.68
3/2/2023,Citi,51.400002
3/2/2023,JPM,141.07001
3/2/2023,BAC,33.490002
3/2/2023,WFC,45.799999
3/3/2023,Citi,52.349998
3/3/2023,JPM,143.66
3/3/2023,BAC,34.16
3/3/2023,WFC,46.849998
3/6/2023,Citi,52.18
3/6/2023,JPM,142.82001
3/6/2023,BAC,34.09
3/6/2023,WFC,46.630001
3/7/2023,Citi,51.080002
3/7/2023,JPM,138.62
3/7/2023,BAC,33
3/7/2023,WFC,44.450001
3/8/2023,Citi,50.68
3/8/2023,JPM,137.8
3/8/2023,BAC,32.560001
3/8/2023,WFC,43.84
3/9/2023,Citi,48.599998
3/9/2023,JPM,130.34
3/9/2023,BAC,30.540001
3/9/2023,WFC,41.130001
3/10/2023,Citi,48.34
3/10/2023,JPM,133.64999
3/10/2023,BAC,30.27
3/10/2023,WFC,41.360001
3/13/2023,Citi,44.740002
3/13/2023,JPM,131.25
3/13/2023,BAC,28.51
3/13/2023,WFC,38.41
3/14/2023,Citi,47.400002
3/14/2023,JPM,134.62
3/14/2023,BAC,28.76
3/14/2023,WFC,40.169998
3/15/2023,Citi,44.82
3/15/2023,JPM,128.25999
3/15/2023,BAC,28.49
3/15/2023,WFC,38.849998
3/16/2023,Citi,45.619999
3/16/2023,JPM,130.75
3/16/2023,BAC,28.969999
3/16/2023,WFC,39.299999
3/17/2023,Citi,44.25
3/17/2023,JPM,125.81
3/17/2023,BAC,27.82
3/17/2023,WFC,37.759998
3/20/2023,Citi,44.09
3/20/2023,JPM,127.14
3/20/2023,BAC,27.75
3/20/2023,WFC,37.48
3/21/2023,Citi,45.07
3/21/2023,JPM,130.55
3/21/2023,BAC,28.59
3/21/2023,WFC,38.48
3/22/2023,Citi,43.709999
3/22/2023,JPM,127.18
3/22/2023,BAC,27.639999
3/22/2023,WFC,37.200001
3/23/2023,Citi,43.450001
3/23/2023,JPM,126.84
3/23/2023,BAC,26.969999
3/23/2023,WFC,36.610001
3/24/2023,Citi,43.450001
3/24/2023,JPM,124.91
3/24/2023,BAC,27.139999
3/24/2023,WFC,36.23
